F,x,grad
0.001,4.499629314747494e-11,4.498909182970579e-8
0.002,8.997095809062377e-11,4.495674670312866e-8
0.003,1.349027746244446e-10,4.490358380682125e-8
0.004,1.7977148055164307e-10,4.483071990302179e-8
0.005,2.2455808702913034e-10,4.47397136116301e-8
0.006,2.692454544963855e-10,4.4632557416601774e-8
0.007,3.138185511233823e-10,4.4511664065716165e-8
0.008,3.582650589485952e-10,4.4379844732489464e-8
0.009,4.0257558582744464e-10,4.424027725269397e-8
0.01,4.4674414218832144e-10,4.4096464413279083e-8
0.011,4.907683020741634e-10,4.39521810058352e-8
0.012,5.346496027189213e-10,4.381141187614901e-8
0.013,5.783935973048196e-10,4.3678282513059946e-8
0.014,6.220100248766327e-10,4.3556986240034234e-8
0.015,6.655128315153425e-10,4.3451710995956465e-8
0.016,7.089201043624875e-10,4.3366570379177464e-8
0.017,7.522539657468029e-10,4.3305541874705256e-8
0.018,7.955404249034491e-10,4.327241676094218e-8
0.019,8.388092232765022e-10,4.3270761873603905e-8
0.02,8.820934888243061e-10,4.330389545836866e-8
0.021,9.254295384202159e-10,4.3374877345403466e-8
0.022,9.688567231083873e-10,4.348651103658341e-8
0.023,1.0124169058765768e-9,4.3641357994061996e-8
0.024,1.0561545477789542e-9,4.3841760222207427e-8
0.025,1.1001162588615656e-9,4.408987117621166e-8
0.026,1.1443507613850554e-9,4.438769067860449e-8
0.027,1.1889087523911637e-9,4.4737103455094744e-8
0.028,1.2338426764916922e-9,4.5139919413461627e-8
0.029,1.279206898933928e-9,4.5597914288819655e-8
0.03,1.3250574033698008e-9,4.611286906763823e-8
0.031,1.371452125787965e-9,4.668660962270366e-8
0.032,1.41845076274331e-9,4.732104378346591e-8
0.033,1.4661149946498694e-9,4.8018197551513714e-8
0.034,1.5145086740427905e-9,4.878025059440461e-8
0.035,1.5636977999307422e-9,4.9609569741093654e-8
0.036,1.6137509681821777e-9,5.050874251066873e-8
0.037,1.6647393941189667e-9,5.148061140713978e-8
0.038,1.7167373273989563e-9,5.2528307126209485e-8
0.039,1.7698222663979518e-9,5.365528417122789e-8
0.04,1.8240754096732366e-9,5.486535774590351e-8
0.041,1.8795819252878572e-9,5.6162743122811776e-8
0.042,1.9364313707029106e-9,5.7552098642332794e-8
0.043,1.9947182837304354e-9,5.9038572042258155e-8
0.044,2.054542581552822e-9,6.062785217197941e-8
0.045,2.1160101368435965e-9,6.232622631330287e-8
0.046,2.1792334610033587e-9,6.414064491755412e-8
0.047,2.244332405136536e-9,6.607879373676795e-8
0.048,2.3114348450644205e-9,6.814917640207696e-8
0.049,2.38067765886893e-9,7.036120746040097e-8
0.05,2.452207628793681e-9,7.272531936663996e-8
0.051,2.5261825101420987e-9,7.525308410860632e-8
0.052,2.6027722368507325e-9,7.795735340598853e-8
0.053,2.682160385868268e-9,8.085241980371195e-8
0.054,2.7645455442911387e-9,8.395420285634004e-8
0.055,2.8501431345525005e-9,8.728046458905681e-8
0.056,2.9391873766759006e-9,9.085106015271905e-8
0.057,3.0319335129340576e-9,9.46882293351159e-8
0.058,3.128660367668409e-9,9.881693817659355e-8
0.059,3.2296732088046902e-9,1.0326527923876228e-7
0.06,3.3353072430094835e-9,1.0806494319393068e-7
0.061,3.445931278929135e-9,1.1325177642351747e-7
0.062,3.5619524110183514e-9,1.1886644268876978e-7
0.063,3.683821120506405e-9,1.2495521202193773e-7
0.064,3.8120372654062165e-9,1.3157090523741035e-7
0.065,3.947157389725621e-9,1.3877402956774532e-7
0.066,4.089802813746477e-9,1.4663415329740916e-7
0.067,4.2406697297021825e-9,1.5523157406160948e-7
0.068,4.40053952611662e-9,1.6465932254350337e-7
0.069,4.570299156005237e-9,1.7502585916151503e-7
0.07,4.750945133651742e-9,1.864578004773243e-7
0.071,4.943616653191234e-9,1.991041617799283e-7
0.072,5.149613633444228e-9,2.1314101710245837e-7
0.073,5.370428086860424e-9,2.2877766545637004e-7
0.074,5.607781118556586e-9,2.462644400624825e-7
0.075,5.863668798952955e-9,2.659027464990693e-7
0.076,6.140419327813541e-9,2.8805808841569915e-7
0.077,6.440765394869681e-9,3.131771398212635e-7
0.078,6.7679359702577765e-9,3.41810369708373e-7
0.079,7.125774757571322e-9,3.74642380773782e-7
0.08,7.518893539718326e-9,4.1253312177413903e-7
0.081,7.952874611929693e-9,4.565746672291482e-7
0.082,8.434540105662494e-9,5.081706653475848e-7
0.083,8.972316818879197e-9,5.691494192050506e-7
0.084,9.576737620285648e-9,6.419279149016966e-7
0.085,1.0261143189528086e-8,7.297548211049332e-7
0.086,1.104268488343738e-8,8.370791009459922e-7
0.087,1.1943790024391826e-8,9.701243166682084e-7
0.088,1.299435978600345e-8,1.137811075946349e-6
0.089,1.4235165424527559e-8,1.3532914768021877e-6
0.09,1.5723281681434255e-8,1.6366076941887188e-6
0.091,1.754114084055966e-8,2.019524714769183e-6
0.092,1.9812373732079646e-8,2.5548346136772263e-6
0.093,2.2731219265781076e-8,3.3355704644244536e-6
0.094,2.6621317893647625e-8,4.538319125235723e-6
0.095,3.206497134895803e-8,6.532556317095928e-6
0.096,4.0225947539684864e-8,1.0202152229488172e-5
0.097,5.3816045341101374e-8,1.812304068099513e-5
0.098,8.094529615332836e-8,4.069941074399397e-5
0.099,1.6169363119549746e-7,0.00016123254262551123
0.1,2.727682114605478e-6,0.03153243495739231
0.101,9.759288211839729e-5,0.09987446379648202
0.102,0.00019753080074755102,0.09997034675954486
0.103,0.00029751103063785784,0.0999870719286282
0.104,0.00039750131552450423,0.09999279794449384
0.105,0.0004974955403478507,0.09999541741827916
0.106,0.0005974917125649262,0.0999968299864369
0.107,0.0006974889893347001,0.09999767746803279
0.108,0.0007974869528578617,0.09999822551282758
0.109,0.0008974853725367614,0.0999986002074339
0.11,0.0009974841103318666,0.09999886763811737
0.111,0.0010974830791523865,0.09999906515676632
0.112,0.0011974822208382315,0.09999921516671939
