F,x,gb0,gb1
0.01,1.4814142690333654e-9,0.01815296238850517,0.020399881294991488
0.02,1.6665597790677111e-9,0.015791613046281846,0.01999733909068371
0.03,1.904583046830055e-9,0.026590851462815892,0.022204178745357718
0.04,2.2218489825753807e-9,0.03041852465025872,0.026810362437666657
0.05,2.6666487351612034e-9,0.027989171377791264,0.031353098681800425
0.06,3.3332595017476763e-9,0.036103059636776375,0.03799953639950098
0.07,4.444190404573334e-9,0.04329617777076763,0.03900372504982219
0.08,6.664842289172412e-9,0.0434493358013244,0.04230538170637285
0.09,1.3332437487356685e-8,0.04156824348824181,0.04765506798818987
0.1,3.338160107835275e-6,0.049181481618942854,0.049198071266233434
0.11,0.0010000133585606474,0.05844225641186346,0.053825332907434006
0.12,0.002000006693149703,0.05268948152791869,0.05820939619209025
0.13,0.0030000044706611773,0.06261137029918291,0.06380152556580236
0.14,0.0040000033596864215,0.06455009223102659,0.06400174214512175
0.15,0.00500000269302564,0.07257328818828408,0.06540510891157156
0.16,0.006000002248553127,0.07126351717851788,0.07237833866289081
0.17,0.007000001931051714,0.08032218405486848,0.07660259454630015
0.18,0.008000001692908543,0.07760191540707093,0.07584050662507376
0.19,0.009000001507673938,0.08152529885936005,0.08296637257145116
0.2,0.010000001359475652,0.08215668202447081,0.0813570315993835
