F,x,grad
0.001,2.2001974502261038e-11,2.3106096214142727e-8
0.002,4.401594329569031e-11,2.3124474168856324e-8
0.003,6.605396764805525e-11,2.3155159922794157e-8
0.004,8.812813090789049e-11,2.3198237064647745e-8
0.005,1.1025068317833583e-10,2.3253822423185966e-8
0.006,1.324339590157683e-10,2.3322066033948376e-8
0.007,1.546904420492989e-10,2.3403151050427342e-8
0.008,1.7703285714857492e-10,2.3497293555330145e-8
0.009,1.9947414799707274e-10,2.3604742549476754e-8
0.01,2.220275143494344e-10,2.3725780151639954e-8
0.011,2.447064881209432e-10,2.3860721709567657e-8
0.012,2.6752487684137717e-10,2.4009916099743123e-8
0.013,2.904968912690332e-10,2.4173746404621002e-8
0.014,3.1363717740639413e-10,2.4352630367818764e-8
0.015,3.3696070897543223e-10,2.4547021770793267e-8
0.016,3.604830254859902e-10,2.4757411365428086e-8
0.017,3.8422012104019736e-10,2.4984328517163592e-8
0.018,4.0818858377884243e-10,2.522834297025156e-8
0.019,4.324055606718836e-10,2.549006712371238e-8
0.02,4.568887937073381e-10,2.5770158251781085e-8
0.021,4.816567798442281e-10,2.6069321457100615e-8
0.022,5.067286729731601e-10,2.6388312968084194e-8
0.023,5.321244324413477e-10,2.672794373603793e-8
0.024,5.578648754458476e-10,2.70890832099191e-8
0.025,5.839716180059854e-10,2.7472664165806295e-8
0.026,6.104673882238282e-10,2.787968744755176e-8
0.027,6.373757766395426e-10,2.8311227595612112e-8
0.028,6.647216075996162e-10,2.8768438875559357e-8
0.029,6.925308205432023e-10,2.925256211705474e-8
0.03,7.208306747571839e-10,2.976493196360508e-8
0.031,7.496497539879089e-10,3.0306985188133244e-8
0.032,7.790181528520475e-10,3.0880269741295765e-8
0.033,8.089675313244279e-10,3.148645472128564e-8
0.034,8.395313506549346e-10,3.212734144275587e-8
0.035,8.70744799393092e-10,3.280487584911285e-8
0.036,9.026451846865592e-10,3.352116195731725e-8
0.037,9.35271944266731e-10,3.4278477023530483e-8
0.038,9.6866685455421e-10,3.50792884851181e-8
0.039,1.0028742718365174e-9,3.5926272723418866e-8
0.04,1.0379412909995744e-9,3.68223359914488e-8
0.041,1.0739180145545985e-9,3.7770637884015916e-8
0.042,1.1108578479314816e-9,3.877461783874381e-8
0.043,1.1488177284743142e-9,3.983802449036844e-8
0.044,1.1878584987209974e-9,4.0964949132860086e-8
0.045,1.2280452777361138e-9,4.215986324496157e-8
0.046,1.2694477636138974e-9,4.342766094511674e-8
0.047,1.3121407878424104e-9,4.4773707141843036e-8
0.048,1.3562047660765437e-9,4.6203892101193134e-8
0.049,1.4017262120914457e-9,4.772469390790235e-8
0.05,1.4487984921784419e-9,4.9343249219901966e-8
0.051,1.497522312578679e-9,5.1067434603258026e-8
0.052,1.548006673484975e-9,5.290595973539425e-8
0.053,1.6003697091539515e-9,5.4868474708147374e-8
0.054,1.6547395588793133e-9,5.6965693639998706e-8
0.055,1.7112557382381256e-9,5.920953787263983e-8
0.056,1.7700701617898858e-9,6.161330210474603e-8
0.057,1.8313488433656818e-9,6.419184781503163e-8
0.058,1.8952733508807567e-9,6.69618296700314e-8
0.059,1.962042837304342e-9,6.994196032339417e-8
0.06,2.031876273983079e-9,7.315332288815314e-8
0.061,2.10501486305032e-9,7.661973929762312e-8
0.062,2.181725093590813e-9,8.036820848822402e-8
0.063,2.26230210262227e-9,8.442942716069269e-8
0.064,2.347073684201612e-9,8.883841455809006e-8
0.065,2.436404907695058e-9,9.363526272121448e-8
0.066,2.5307037036440684e-9,9.88660439626976e-8
0.067,2.6304272670967677e-9,1.0458391346279684e-7
0.068,2.7360897835353075e-9,1.1085045666936467e-7
0.069,2.848271616144282e-9,1.1773734543973902e-7
0.07,2.9676304614708934e-9,1.253283867463928e-7
0.071,3.0949144393147168e-9,1.3372207422479576e-7
0.072,3.23097853148223e-9,1.430347881914429e-7
0.073,3.376804136108501e-9,1.5340483958681263e-7
0.074,3.5335234855301394e-9,1.6499762335309144e-7
0.075,3.7024498708698737e-9,1.780122414141161e-7
0.076,3.885115260145263e-9,1.926900956683575e-7
0.077,4.083317845455888e-9,2.093261503355315e-7
0.078,4.299182663668329e-9,2.2828385535245135e-7
0.079,4.535239268412404e-9,2.5001515591149825e-7
0.08,4.794522984084789e-9,2.75087672152452e-7
0.081,5.080707882802811e-9,3.0422214111203164e-7
0.082,5.398284306991046e-9,3.3834480357430867e-7
0.083,5.7527987955017354e-9,3.786619608536768e-7
0.084,6.151184227999819e-9,4.267681131819856e-7
0.085,6.602221875440602e-9,4.848061478934795e-7
0.086,7.117201355424044e-9,5.557103120557017e-7
0.087,7.710885174018413e-9,6.435847369812287e-7
0.088,8.402955598073414e-9,7.543113716645956e-7
0.089,9.220250189376903e-9,8.965611654532246e-7
0.09,1.0200338419237166e-8,1.0835459010261062e-6
0.091,1.1397481486771457e-8,1.336202379365048e-6
0.092,1.289305989418177e-8,1.6893222935077113e-6
0.093,1.4814932620292625e-8,2.2042097414631814e-6
0.094,1.7376138814389426e-8,2.9972119435006664e-6
0.095,2.0959985487894156e-8,4.311733835105081e-6
0.096,2.6332542883016043e-8,6.729983939224305e-6
0.097,3.527892398644763e-8,1.1948538091188789e-5
0.098,5.313793643196657e-8,2.681914525702878e-5
0.099,1.0629676352070389e-7,0.00010619874847733746
0.1,1.7399100921483422e-6,0.018937577749001955
0.101,9.748795429145418e-5,0.09998406438924355
0.102,0.00019748009916704834,0.09999626013656504
0.103,0.00029747761506216373,0.09999836954483546
0.104,0.00039747639667082803,0.0999990906597977
0.105,0.0004974756730162905,0.09999942050609602
0.106,0.0005974751936064139,0.09999959844129479
0.107,0.0006974748526346224,0.09999970525716011
0.108,0.0007974745976971305,0.0999997743810618
0.109,0.0008974743998757507,0.09999982167753146
0.11,0.000997474241906595,0.09999985546242682
0.111,0.0010974741128465962,0.09999988043675351
0.112,0.001197474005423227,0.09999989942086736
0.113,0.0012974739146145448,0.09999991419020075
0.114,0.0013974738368412723,0.09999992590771661
0.115,0.0014974737694831094,0.09999993536105874
0.116,0.0015974737105782365,0.09999994309908765
0.117,0.0016974736586282688,0.09999994951378759
0.118,0.0017974736124691795,0.09999995489116807
0.119,0.001897473571183039,0.09999995944388514
0.12,0.0019974735340363265,0.0999999633327225
0.121,0.0020974735004352977,0.09999996668106981
0.122,0.0021974734698950063,0.09999996958490176
0.123,0.0022974734420148804,0.0999999721197744
0.124,0.002397473416461517,0.09999997434583043
0.125,0.0024974733929545912,0.09999997631142532
0.126,0.0025974733712574444,0.09999997805579634
0.127,0.002697473351168443,0.09999997961105091
0.128,0.002797473332514918,0.09999998100366819
0.129,0.0028974733151478113,0.09999998225564422
0.13,0.0029974732989382492,0.09999998338537246
0.131,0.003097473283773973,0.09999998440833065
0.132,0.0031974732695567174,0.09999998533761811
0.133,0.0032974732562002355,0.09999998618438205
0.134,0.003397473243628379,0.09999998695815643
0.135,0.00349747323177372,0.0999999876671348
0.136,0.003597473220576448,0.09999998831839049
0.137,0.003697473209983235,0.09999998891805534
0.138,0.003797473199946122,0.09999998947146634
0.139,0.0038974731904223036,0.0999999899832868
0.14,0.003997473181373279,0.09999999045760523
0.141,0.004097473172764192,0.09999999089801892
0.142,0.004197473164563654,0.09999999130770265
0.143,0.0042974731567429906,0.09999999168946787
0.144,0.00439747314927628,0.09999999204581053
0.145,0.004497473142140015,0.09999999237895335
0.146,0.004597473135312453,0.09999999269088033
0.147,0.00469747312877398,0.099999992983368
0.148,0.004797473122506456,0.09999999325800948
0.149,0.004897473116493239,0.09999999351623817
0.15,0.004997473110719129,0.09999999375934564
0.151,0.005097473105170005,0.09999999398849874
0.152,0.0051974730998328635,0.09999999420475347
0.153,0.005297473094695737,0.0999999944090676
0.154,0.005397473089747504,0.09999999460231121
0.155,0.005497473084977767,0.09999999478527644
0.156,0.005597473080377027,0.09999999495868551
0.157,0.0056974730759362935,0.09999999512319849
0.158,0.005797473071647362,0.09999999527941854
0.159,0.005897473067502489,0.099999995427899
0.16,0.005997473063494533,0.09999999556914746
0.161,0.006097473059616655,0.09999999570363038
0.162,0.006197473055862573,0.09999999583177707
0.163,0.006297473052226431,0.09999999595398334
0.164,0.006397473048702674,0.09999999607061444
0.165,0.0064974730452861205,0.09999999618200764
0.166,0.006597473041971901,0.09999999628847538
0.167,0.006697473038755535,0.09999999639030671
0.168,0.006797473035632493,0.09999999648776986
0.169,0.006897473032598783,0.09999999658111394
0.17,0.006997473029650635,0.09999999667057036
0.171,0.007097473026784429,0.09999999675635447
0.172,0.007197473023996737,0.09999999683866684
0.173,0.007297473021284286,0.09999999691769464
0.174,0.007397473018644087,0.09999999699361223
0.175,0.007497473016073228,0.09999999706658277
0.176,0.007597473013568987,0.09999999713675875
0.177,0.007697473011128781,0.09999999720428272
0.178,0.007797473008750081,0.09999999726928852
0.179,0.007897473006430617,0.09999999733190143
0.18,0.007997473004168181,0.09999999739223886
0.181,0.008097473001960577,0.09999999745041133
0.182,0.008197472999805893,0.09999999750652275
0.183,0.00829747299770219,0.09999999756067048
0.184,0.0083974729956476,0.09999999761294656
0.185,0.008497472993640464,0.0999999976634374
0.186,0.008597472991679051,0.09999999771222448
0.187,0.008697472989761859,0.09999999775938498
0.188,0.008797472987887361,0.09999999780499123
0.189,0.008897472986054136,0.09999999784911211
0.19,0.008997472984260763,0.0999999978918122
0.191,0.00909747298250598,0.09999999793315296
0.192,0.0091974729807885,0.09999999797319228
0.193,0.009297472979107114,0.09999999801198525
0.194,0.009397472977460684,0.09999999804958382
0.195,0.00949747297584809,0.09999999808603745
0.196,0.00959747297426835,0.09999999812139283
0.197,0.009697472972720354,0.09999999815569452
0.198,0.009797472971203189,0.09999999818898458
0.199,0.009897472969715958,0.09999999822130329
0.2,0.009997472968257658,0.09999999825268857
