F,x,grad
0.001,4.498776945448344e-9,4.498395887775342e-6
0.002,8.995390859859922e-9,4.495162207240888e-6
0.003,1.3487722837706802e-8,4.4898472664200995e-6
0.004,1.797374496076935e-8,4.482562677943225e-6
0.005,2.2451561985189008e-8,4.473464212118028e-6
0.006,2.6919454030675192e-8,4.4627510151884485e-6
0.007,3.137593004761049e-8,4.450664230570834e-6
0.008,3.581974616954313e-8,4.437484808339498e-6
0.009,4.024996851551942e-8,4.423530372221762e-6
0.01,4.4665994454884475e-8,4.409151005679846e-6
0.011,4.906758546523321e-8,4.394723988765392e-6
0.012,5.345489120943646e-8,4.380647592738818e-6
0.013,5.782846716861395e-8,4.367334165322756e-6
0.014,6.218928515059529e-8,4.35520282923152e-6
0.015,6.653873620517734e-8,4.344672179090736e-6
0.016,7.08786267912673e-8,4.33615337600557e-6
0.017,7.521116810304919e-8,4.3300440106808225e-6
0.018,7.953895988967747e-8,4.326723038516889e-6
0.019,8.386496986249298e-8,4.326546992805547e-6
0.02,8.819250987340113e-8,4.329847578621316e-6
0.021,9.252521050688144e-8,4.336930642268033e-6
0.022,9.686699526986271e-8,4.348076426086145e-6
0.023,1.0122205558952276e-7,4.363540948626454e-6
0.024,1.0559482763693732e-7,4.38355831403614e-6
0.025,1.0998997191228698e-7,4.408343735562425e-6
0.026,1.1441235606303259e-7,4.438097065451174e-6
0.027,1.1886704145066234e-7,4.473006643135324e-6
0.028,1.233592735200278e-7,4.513253303684017e-6
0.029,1.2789447648355986e-7,4.559014424421193e-6
0.03,1.3247825173228557e-7,4.610467919163863e-6
0.031,1.3711638031591608e-7,4.66779612744439e-6
0.032,1.4181482933443607e-7,4.731189567752648e-6
0.033,1.465797617919519e-7,4.800850554620429e-6
0.034,1.514175502338554e-7,4.876996692815272e-6
0.035,1.5633479370709518e-7,4.9598642785197995e-6
0.036,1.6133833803577578e-7,5.049711649873778e-6
0.037,1.6643529958257414e-7,5.146822534030094e-6
0.038,1.716330922548586e-7,5.251509446779768e-6
0.039,1.7693945802749484e-7,5.3641172047314e-6
0.04,1.8236250103025177e-7,5.4850266145045625e-6
0.041,1.879107254325765e-7,5.614658407415707e-6
0.042,1.935930774449785e-7,5.753477493863901e-6
0.043,1.994189916224307e-7,5.90199761740795e-6
0.044,2.053984423087043e-7,6.060786495298843e-6
0.045,2.1154200023343445e-7,6.2304715422900616e-6
0.046,2.1786089535868794e-7,6.41174628677188e-6
0.047,2.2436708635698432e-7,6.605377601376361e-6
0.048,2.3107333785627026e-7,6.812213888229835e-6
0.049,2.3799330644692275e-7,7.033194383554431e-6
0.05,2.451416365095786e-7,7.269359768913297e-6
0.051,2.525340674060877e-7,7.521864313508875e-6
0.052,2.6018755374492526e-7,7.791989809358136e-6
0.053,2.681204003225459e-7,8.081161612183418e-6
0.054,2.7635241460979885e-7,8.390967159854768e-6
0.055,2.849050788746424e-7,8.723177415592697e-6
0.056,2.9380174542945457e-7,9.079771773190526e-6
0.057,3.0306785871799064e-7,9.46296707603489e-6
0.058,3.1273120879291544e-7,9.87525154089175e-6
0.059,3.2282222119315907e-7,1.0319424551985534e-5
0.06,3.333742902297096e-7,1.0798643511866768e-5
0.061,3.444241628708592e-7,1.1316479209522168e-5
0.062,3.560123827482924e-7,1.1876981517522368e-5
0.063,3.681838057307498e-7,1.2484757672204251e-5
0.064,3.8098820099515954e-7,1.3145065964959014e-5
0.065,3.9448095429117116e-7,1.3863928401125493e-5
0.066,4.087238947970631e-7,1.4648266841665869e-5
0.067,4.2378627144899087e-7,1.5506068381376804e-5
0.068,4.3974591138736436e-7,1.6446587358931452e-5
0.069,4.566906013519382e-7,1.7480593562146928e-5
0.07,4.7471974401744054e-7,1.8620679097625106e-5
0.071,4.939463551226603e-7,1.988164030726214e-5
0.072,5.144994860799585e-7,2.128095644645667e-5
0.073,5.365271817239359e-7,2.283939416687364e-5
