F,x,gb0,gb1
0.0,2.6666643337946994e-9,9.184241837654481e-8,0.0
0.5,2.8070133439861422e-9,1.0884195549785006e-7,0.0
1.0,2.962954825935782e-9,1.327387137181957e-7,0.0
1.5,3.137237858386044e-9,1.5063204595172185e-7,0.0
2.0,3.3332948623510106e-9,1.6533511026660457e-7,0.0
2.5,3.5554643673663122e-9,1.9936274214794894e-7,0.0
3.0,3.809301485357963e-9,2.3135992093761944e-7,0.0
3.5,4.10202011247307e-9,2.604237082773291e-7,0.0
4.0,4.4431790469090515e-9,3.2121093143545174e-7,0.0
4.5,4.846326284724256e-9,3.8987327352646576e-7,0.0
5.0,5.338143538313744e-9,4.948353261431925e-7,0.0
5.5,6.035207167354173e-9,6.52462780376512e-7,0.0
6.0,7.80225473118179e-9,7.230423470878149e-7,0.0
6.5,7.619014419368852e-9,8.953725479998646e-7,0.0
7.0,8.888651259475466e-9,1.3469167089281038e-6,0.0
7.5,1.0664599703336108e-8,2.162681058819342e-6,0.0
8.0,1.3317952518576703e-8,4.8947334359363595e-6,0.0
8.5,1.853689790554114e-8,0.006623491169111142,0.005
9.0,2.666285514596467e-8,0.048835813874820284,0.04999999999999999
9.5,5.51304394358354e-8,0.18224801906930807,0.23999999999999994
10.0,8.16519795426851e-6,0.45917469788052795,0.45999999999999913
10.5,0.0012500556361076942,0.7840940805989292,0.8099999999999979
11.0,0.002500026794741206,0.915888885806253,0.9600000000000001
11.5,0.0037500192150615175,0.9818094575283665,1.0000000000000007
12.0,0.005000013448488438,0.9995290332024437,1.0000000000000007
12.5,0.006250010795048888,0.9999976649880976,1.0000000000000007
13.0,0.007500009019791809,0.9999984923335643,1.0000000000000007
13.5,0.008750007750015498,0.999998982462833,1.0000000000000007
14.0,0.010000006797370564,0.9999993104534989,1.0000000000000007
14.5,0.011250006742677787,0.9999994464076595,1.0000000000000007
15.0,0.012500005559746175,0.999999489498955,1.0000000000000007
15.5,0.01375000498753165,0.9999995713346361,1.0000000000000007
16.0,0.01500000457257561,0.9999996703246655,1.0000000000000007
16.5,0.016250004230161874,0.9999997386291124,1.0000000000000007
17.0,0.017500003937457598,0.9999997717804613,1.0000000000000007
17.5,0.01875000368360863,0.9999998155950087,1.0000000000000007
18.0,0.02000000346130476,0.9999998268662115,1.0000000000000007
18.5,0.0212500032650334,0.9999998488966495,1.0000000000000007
19.0,0.02250000309049288,0.9999998614455549,1.0000000000000007
19.5,0.023750002934271874,0.9999998807563276,1.0000000000000007
20.0,0.025000002793632792,0.9999998947483091,1.0000000000000007
