F,x,gb0,gb1
0.0,-1.782357152700436e-18,0.11499365260350808,0.04800000000000001
0.5,1.4035587118183138e-10,0.12931008164885305,0.05200000000000002
1.0,2.828346211173799e-10,0.12372855948093141,0.092
1.5,4.294703339607439e-10,0.09661405915756728,0.07600000000000004
2.0,5.824852408371478e-10,0.14566242559894438,0.09799999999999998
2.5,7.445509159145148e-10,0.1554928522114287,0.09999999999999996
3.0,9.189744867977865e-10,0.14097152761868356,0.12199999999999989
3.5,1.1107883651815578e-9,0.14555602188181183,0.1739999999999997
4.0,1.3239836951892124e-9,0.18507057827255374,0.15599999999999975
4.5,1.5665410739330968e-9,0.21224063354967168,0.19999999999999962
5.0,1.848381533344115e-9,0.21864902635998015,0.2579999999999994
5.5,2.1838137265092627e-9,0.2154997787727072,0.24999999999999942
6.0,2.5940639124644997e-9,0.30385488393159465,0.2539999999999994
6.5,3.12487707022932e-9,0.21981925523641077,0.26599999999999935
7.0,3.808361236770463e-9,0.3163595014242812,0.31399999999999917
7.5,4.753904989275313e-9,0.3238651004042917,0.3619999999999997
8.0,6.15921007422016e-9,0.378975353071695,0.4100000000000004
8.5,8.476805876266016e-9,0.43505061193714695,0.4020000000000003
9.0,1.3105889885749708e-8,0.44006722836773376,0.42200000000000054
9.5,2.693507027873307e-8,0.4312719188641699,0.48000000000000137
10.0,3.395557390910055e-6,0.4910938794708157,0.44000000000000083
10.5,0.0012425404053648904,0.5469108736616416,0.5060000000000018
11.0,0.00249249946541391,0.5614696091180019,0.5700000000000027
11.5,0.0037425689142564383,0.6779261498027469,0.6140000000000032
12.0,0.0049924854342043076,0.5746275837886337,0.6460000000000038
12.5,0.006242386651052497,0.7234717345996291,0.6540000000000038
13.0,0.0074924016105192455,0.7364005149657138,0.7000000000000045
13.5,0.00874242695995523,0.6885891191647249,0.7140000000000047
14.0,0.009992449048339423,0.7341319882429088,0.7520000000000052
14.5,0.011242379003644824,0.7788195202021022,0.7640000000000055
15.0,0.012492377910991968,0.7830407923184274,0.7840000000000058
15.5,0.01374238610367578,0.8144415245803227,0.808000000000006
16.0,0.014992417628751076,0.8434238037196143,0.8400000000000065
16.5,0.016242435106233716,0.8565847312777956,0.8400000000000065
17.0,0.017492439140473978,0.8436124652805241,0.8860000000000071
17.5,0.018742454536596963,0.8886690067552966,0.8520000000000066
18.0,0.019992374847462024,0.9099408840357707,0.9100000000000075
18.5,0.0212424807490936,0.8866460046747106,0.9000000000000072
19.0,0.022492508457377807,0.9107184140117051,0.9220000000000076
19.5,0.02374253148611128,0.925128836993482,0.9320000000000078
20.0,0.024992552787022653,0.9568601048281861,0.9280000000000078
