F,x,gb0,gb1
0.0,2.6666643337946994e-9,1.1006874965716345e-7,0.0
0.5,2.8070133439861422e-9,1.0690808293505292e-7,0.0
1.0,2.962954825935782e-9,1.5199514367849498e-7,0.0
1.5,3.137237858386044e-9,1.9026615472767983e-7,0.0
2.0,3.3332948623510106e-9,2.2871791460335856e-7,0.0
2.5,3.5554643673663122e-9,2.445755268085588e-7,0.0
3.0,3.809301485357963e-9,3.4191024565725586e-7,0.0
3.5,4.10202011247307e-9,4.173034664589685e-7,0.0
4.0,4.4431790469090515e-9,0.0054191697873052285,0.0
4.5,4.846326284724256e-9,1.3223879051800816e-6,0.005
5.0,5.338143538313744e-9,0.007988816816557892,0.015000000000000001
5.5,6.035207167354173e-9,0.004665642942420552,0.02
6.0,7.80225473118179e-9,0.02389922427283974,0.02
6.5,7.619014419368852e-9,0.06794360385877363,0.065
7.0,8.888651259475466e-9,0.07599152542231047,0.06
7.5,1.0664599703336108e-8,0.04559559812672861,0.09000000000000002
8.0,1.3317952518576703e-8,0.1642610829076005,0.11500000000000003
8.5,1.853689790554114e-8,0.19441243213304998,0.2499999999999999
9.0,2.666285514596467e-8,0.32049176627903475,0.30999999999999966
9.5,5.51304394358354e-8,0.3758027957548468,0.42999999999999927
10.0,8.16519795426851e-6,0.38577942202257187,0.4749999999999991
10.5,0.0012500556361076942,0.6622568229848782,0.6049999999999986
11.0,0.002500026794741206,0.6071015673875526,0.6549999999999985
11.5,0.0037500192150615175,0.7131249765736736,0.8199999999999981
12.0,0.005000013448488438,0.8159895236406955,0.8249999999999982
12.5,0.006250010795048888,0.9228292275737284,0.8899999999999991
13.0,0.007500009019791809,0.9496645046987403,0.9099999999999994
13.5,0.008750007750015498,0.9776281567602941,0.9449999999999998
14.0,0.010000006797370564,0.9803153103996848,0.9800000000000004
14.5,0.011250006742677787,0.9882199196779163,0.9950000000000006
15.0,0.012500005559746175,0.9976914378740096,0.9800000000000004
15.5,0.01375000498753165,0.9959208209038508,1.0000000000000007
16.0,0.01500000457257561,0.9899207228941028,0.9950000000000006
16.5,0.016250004230161874,0.999999693928468,1.0000000000000007
17.0,0.017500003937457598,0.9999995964885087,1.0000000000000007
17.5,0.01875000368360863,0.999999698900059,1.0000000000000007
18.0,0.02000000346130476,0.9999998176338584,1.0000000000000007
18.5,0.0212500032650334,0.9999998315414002,1.0000000000000007
19.0,0.02250000309049288,0.9999998183767528,1.0000000000000007
19.5,0.023750002934271874,0.9999998337168295,1.0000000000000007
20.0,0.025000002793632792,0.9999998817447177,1.0000000000000007
