F,x,gb0,gb1
0.01,2.982834118479454e-10,2.9879968127641754e-8,2.9320806124855124e-8
0.02,5.970974106929215e-10,3.0671309567463575e-8,2.979262585909304e-8
0.03,8.983578423920271e-10,3.258820702314539e-8,3.256906631119437e-8
0.04,1.231742716473317e-9,4.010704856534809e-8,3.957819066635609e-8
0.05,1.6492618061300495e-9,5.255532750392237e-8,5.771539613030897e-8
0.06,2.2247219491607466e-9,9.474245466034294e-8,9.513861736496494e-8
0.07,3.200698999897061e-9,2.0360011867174406e-7,3.241653349149721e-7
0.08,5.048209468193885e-9,0.003323735817974554,0.0021990890051978218
0.09,1.0562036041112316e-8,0.01929875006144743,0.01814021209513201
0.1,2.1973705421600867e-6,0.04876785247283155,0.04813800859437185
0.11,0.0009979635532184593,0.08630171025629745,0.08602491559110685
0.12,0.0019979553832628776,0.09799704898341564,0.09743237285187903
0.13,0.0029979503163184654,0.10000001125027796,0.0998004320116814
0.14,0.003997980912396904,0.09999921846115184,0.0999999384188224
0.15,0.0049979459744784495,0.09999782241496888,0.09999996595120558
0.16,0.005997920235374879,0.09999853764379554,0.0999999769721081
0.17,0.006997915866803192,0.10000035521966719,0.09999998368713796
0.18,0.007997927333153961,0.10000159962843631,0.09999998766125148
0.19,0.00899795512167048,0.10000175037067453,0.09999999033377195
0.2,0.009997975610336881,0.10000059202103247,0.09999999215384833
