F,x,gb0,gb1
0.0,-1.015073023965748e-17,0.11782338375036354,0.05200000000000002
0.5,2.168707675132516e-10,0.10896859086793645,0.08600000000000001
1.0,4.39511057223064e-10,0.10696655896741823,0.06600000000000003
1.5,6.56202858541917e-10,0.1432098355322286,0.08600000000000001
2.0,8.658797846316253e-10,0.11613024381114181,0.092
2.5,1.0889930803698542e-9,0.16132673583197027,0.13199999999999984
3.0,1.3229344836558502e-9,0.15904598219026642,0.12799999999999986
3.5,1.5755785210873058e-9,0.16861588122639304,0.15399999999999978
4.0,1.848510879805539e-9,0.20369187250376833,0.1739999999999997
4.5,2.1631525862327197e-9,0.16441488028584625,0.1959999999999996
5.0,2.532706581065746e-9,0.20078968331391078,0.2019999999999996
5.5,2.9631314861075892e-9,0.20746878136858807,0.24199999999999947
6.0,3.47414116827009e-9,0.29248293213026916,0.23599999999999946
6.5,4.132143856438368e-9,0.29748040604124915,0.3299999999999993
7.0,4.9976914231922125e-9,0.29235802879871725,0.31399999999999917
7.5,6.20429247151807e-9,0.34014593756547834,0.3459999999999995
8.0,7.975083995889543e-9,0.4087978455673267,0.35599999999999965
8.5,1.0924511630077134e-8,0.4114289450602744,0.40800000000000036
9.0,1.6797802304167012e-8,0.4065336364076357,0.4180000000000005
9.5,3.43698032044056e-8,0.49404821343264027,0.4760000000000013
10.0,4.225696995412666e-6,0.5274786642781119,0.5100000000000018
10.5,0.001242596156519573,0.5147394300099517,0.522000000000002
11.0,0.0024925943481807367,0.5904058951084382,0.5980000000000031
11.5,0.0037424873117347097,0.6205580804560715,0.6120000000000033
12.0,0.0049925821340412735,0.6363364732565677,0.6060000000000032
12.5,0.0062426144850119165,0.6520040167885353,0.6480000000000038
13.0,0.007492603092202452,0.6829682832455116,0.7280000000000049
13.5,0.008742579756885666,0.6905548068008501,0.6760000000000042
14.0,0.009992522568423175,0.756831765955135,0.7300000000000049
14.5,0.011242473926060467,0.7478558929706399,0.7580000000000053
15.0,0.012492510913968332,0.8045614365477861,0.8040000000000059
15.5,0.013742543605270866,0.7921202842017958,0.814000000000006
16.0,0.014992571113714824,0.8356034072835274,0.8180000000000062
16.5,0.016242392612990982,0.851644075789757,0.8560000000000068
17.0,0.017492386065422534,0.8642239845779959,0.8660000000000069
17.5,0.01874238466717501,0.871420578458576,0.882000000000007
18.0,0.0199923870607173,0.9150807984900436,0.9060000000000075
18.5,0.02124238834415374,0.9140512289644233,0.9220000000000076
19.0,0.022492387885060555,0.9194706683750639,0.9260000000000077
19.5,0.023742388593119734,0.9431686767002834,0.9300000000000077
20.0,0.024992387871240418,0.9519832687790539,0.9360000000000079
