F,x,gb0,gb1
0.01,1.4806597552807957e-10,0.03291450034540446,0.03466474584765704
0.02,3.0473289450308077e-10,0.02978668141872288,0.030403058742394608
0.03,4.809735502381336e-10,0.03571610083589188,0.03344708630156167
0.04,6.924033871368287e-10,0.031189683126222344,0.03520727629875641
0.05,9.662838275933286e-10,0.03880793253860238,0.0366154041957793
0.06,1.3549643744391759e-9,0.042331898532129514,0.04100235125702675
0.07,1.978514167047888e-9,0.04415626074089053,0.04240020775695046
0.08,3.1938866131100606e-9,0.04243348394721473,0.04503075545446962
0.09,6.8001005249396116e-9,0.04485560987575697,0.05100160392413667
0.1,1.5309105559963059e-6,0.053121485485400854,0.04959833695877346
0.11,0.000997968190098502,0.05634339505051349,0.058005849658420434
0.12,0.00199795172359281,0.0530522119367188,0.05841996220835765
0.13,0.0029979430661921103,0.06218945787542221,0.05900639096010051
0.14,0.0039979269126171856,0.062395580564229364,0.06760875508394149
0.15,0.00499795532970493,0.06996937709238149,0.06879995154739618
0.16,0.0059979599319395175,0.06712373022361669,0.07379505220531851
0.17,0.006997924228895721,0.07555612421174178,0.07840469901862092
0.18,0.007997946397332222,0.07963871058383144,0.07719745820384409
0.19,0.00899796595652311,0.08148151400565669,0.08140870566690044
0.2,0.00999793064243764,0.08537365762586367,0.08380035894728402
