F,x,gb0,gb1
0.0,2.6666643337946994e-9,0.053943747263455445,0.06
0.5,2.8070133439861422e-9,0.05299593955163642,0.04999999999999999
1.0,2.962954825935782e-9,0.05719208161080261,0.07
1.5,3.137237858386044e-9,0.07112349177066686,0.10500000000000002
2.0,3.3332948623510106e-9,0.13323380785976613,0.08500000000000002
2.5,3.5554643673663122e-9,0.15986858368390303,0.14500000000000005
3.0,3.809301485357963e-9,0.15882666769007,0.14000000000000004
3.5,4.10202011247307e-9,0.12753091584618165,0.17500000000000007
4.0,4.4431790469090515e-9,0.1391566445708474,0.18000000000000008
4.5,4.846326284724256e-9,0.2034856664005527,0.18500000000000008
5.0,5.338143538313744e-9,0.20326176124819212,0.19000000000000009
5.5,6.035207167354173e-9,0.1686529790862116,0.22999999999999998
6.0,7.80225473118179e-9,0.23470823214972134,0.25999999999999984
6.5,7.619014419368852e-9,0.28497790559394254,0.23499999999999996
7.0,8.888651259475466e-9,0.3403836589739991,0.30999999999999966
7.5,1.0664599703336108e-8,0.4119186665010656,0.3149999999999996
8.0,1.3317952518576703e-8,0.28464684480721275,0.39999999999999936
8.5,1.853689790554114e-8,0.3799039304134253,0.4199999999999993
9.0,2.666285514596467e-8,0.424665465608438,0.4499999999999992
9.5,5.51304394358354e-8,0.48893880705930387,0.4349999999999993
10.0,8.16519795426851e-6,0.46910865434620225,0.5249999999999989
10.5,0.0012500556361076942,0.676345069024164,0.5399999999999988
11.0,0.002500026794741206,0.6586162035308694,0.6199999999999986
11.5,0.0037500192150615175,0.5335136299681068,0.6299999999999986
12.0,0.005000013448488438,0.5448152869555491,0.6699999999999984
12.5,0.006250010795048888,0.7142928555755501,0.7149999999999982
13.0,0.007500009019791809,0.698653419961175,0.7099999999999982
13.5,0.008750007750015498,0.7623858394019769,0.7149999999999982
14.0,0.010000006797370564,0.7601644458295945,0.7899999999999979
14.5,0.011250006742677787,0.7106688209493078,0.759999999999998
15.0,0.012500005559746175,0.7740836624809,0.7499999999999981
15.5,0.01375000498753165,0.7874607449372604,0.7349999999999981
16.0,0.01500000457257561,0.8550122652073268,0.8599999999999987
16.5,0.016250004230161874,0.8510997316362942,0.8649999999999988
17.0,0.017500003937457598,0.8397460173959754,0.8399999999999983
17.5,0.01875000368360863,0.8686678963467495,0.8349999999999983
18.0,0.02000000346130476,0.871812943851358,0.8949999999999992
18.5,0.0212500032650334,0.9177295427331833,0.95
19.0,0.02250000309049288,0.9434362512691783,0.95
19.5,0.023750002934271874,0.938161233304314,0.9449999999999998
20.0,0.025000002793632792,0.9365225258746441,0.9399999999999998
