F,x,grad
0.0,-1.0155143766412973e-17,1.8738754929970014e-6
0.05,2.16683919118609e-10,1.733288053529236e-6
0.1,4.3331821424750627e-10,1.7331949387910939e-6
0.15,6.499571926090584e-10,1.7330345657429191e-6
0.2,8.665722488776733e-10,1.732812787480498e-6
0.25,1.0831687447897236e-9,1.7325301187032238e-6
0.3,1.2998435778120243e-9,1.7321879506315698e-6
0.35,1.5175799097486573e-9,1.7316371732079006e-6
0.4,1.737154203802078e-9,1.7307597710569667e-6
0.45,1.957498744831877e-9,1.7298240463370362e-6
0.5,2.178370314678742e-9,1.7288453852959407e-6
0.55,2.3945288440039076e-9,1.7282191091538834e-6
0.6,2.597866206379898e-9,1.7293224421344178e-6
0.65,2.8139929914132455e-9,1.7287649544117656e-6
0.7,3.030186223040012e-9,1.7281868087692942e-6
0.75,3.2462249777412086e-9,1.7276333835747337e-6
0.8,3.4620861510202876e-9,1.7271203922586409e-6
0.85,3.741263557436398e-9,1.71554378025629e-6
0.9,3.959415824935866e-9,1.7142135720904506e-6
0.95,4.177542198419792e-9,1.7129466098886328e-6
1.0,4.395700027784819e-9,1.7117581005976492e-6
1.05,4.613040997343605e-9,1.7107042873387712e-6
1.1,4.8258893890430994e-9,1.709964271623399e-6
1.15,5.036622903577674e-9,1.7094348122581593e-6
1.2,5.2500954953771586e-9,1.7089552678539732e-6
1.25,5.472349199575315e-9,1.7083377223947593e-6
1.3,5.693615352570211e-9,1.7079373568762437e-6
1.35,5.914037671775023e-9,1.707767038783281e-6
1.4,6.133745482968939e-9,1.7078399535686017e-6
1.45,6.352850446876451e-9,1.7081695912191108e-6
1.5,6.5714479656882275e-9,1.708769666874943e-6
1.55,6.789622214917169e-9,1.7096538778016424e-6
1.6,7.007448177157634e-9,1.7108358605355536e-6
1.65,7.224994482828116e-9,1.7123291220499937e-6
1.7,7.382041908345667e-9,1.7288852848240666e-6
1.75,7.598955887189336e-9,1.7313499471871552e-6
1.8,7.816004650088106e-9,1.7341511691082447e-6
1.85,8.033246996328474e-9,1.7373009054688637e-6
1.9,8.250743765625322e-9,1.7408108161642843e-6
1.95,8.468557838525971e-9,1.7446922635500073e-6
2.0,8.658615222641482e-9,1.7566014264280838e-6
2.05,8.878460961090172e-9,1.761140074107992e-6
2.1,9.09889604012395e-9,1.7660599364033305e-6
2.15,9.319969023539213e-9,1.771372405756644e-6
2.2,9.541729942497303e-9,1.7770885504253542e-6
2.25,9.764230049519723e-9,1.783219144235737e-6
2.3,9.987522093996156e-9,1.7897746870110254e-6
2.35,1.0211660030225333e-8,1.7967654315498294e-6
2.4,1.0436699096794304e-8,1.804201410715578e-6
2.45,1.0662695789970954e-8,1.812092471964455e-6
2.5,1.0889707853731249e-8,1.82044831886774e-6
2.55,1.1117794231883235e-8,1.8292785324280914e-6
2.6,1.1347015033425803e-8,1.8385926150443765e-6
2.65,1.1577431638359174e-8,1.8484000344765052e-6
2.7,1.1809106520653237e-8,1.8587102517120258e-6
2.75,1.2042103383330168e-8,1.8695327725914979e-6
2.8,1.2276487119492748e-8,1.8808771744538433e-6
2.85,1.2512324696974316e-8,1.8927527427603508e-6
2.9,1.2749682253882002e-8,1.9051696953376052e-6
2.95,1.2988627629795726e-8,1.9181381737398695e-6
3.0,1.3229230078813788e-8,1.9316685000436706e-6
3.05,1.3471560199158241e-8,1.9457712672199534e-6
3.1,1.3715690028729616e-8,1.960457369776236e-6
3.15,1.3961692963195409e-8,1.975738058490606e-6
3.2,1.4209643928862874e-8,1.991624962838223e-6
3.25,1.4459619360655777e-8,2.008130135622288e-6
3.3,1.4711697297583603e-8,2.025266089056288e-6
3.35,1.4963338254161297e-8,2.0421290209959864e-6
3.4,1.5219904479825218e-8,2.0607559028107403e-6
3.45,1.5479184858453223e-8,2.0800452747993248e-6
3.5,1.5740710988712296e-8,2.0998571481634087e-6
3.55,1.6004658563355347e-8,2.1203189252139154e-6
3.6,1.627126836047353e-8,2.1414969276767337e-6
3.65,1.6540638060185485e-8,2.163408085231744e-6
3.7,1.6812868253178254e-8,2.18607013879879e-6
3.75,1.7088062554746696e-8,2.2095016869450035e-6
3.8,1.736632785773195e-8,2.2337222433943538e-6
3.85,1.7647774265833096e-8,2.258752287209731e-6
3.9,1.7932515470286715e-8,2.284613326297702e-6
3.95,1.8220668654649148e-8,2.3113279556952193e-6
4.0,1.8512407567290944e-8,2.3389198336998263e-6
4.05,1.880807348207769e-8,2.367414695836345e-6
4.1,1.9107481267715908e-8,2.3968409802455066e-6
4.15,1.941074348174734e-8,2.4272276009096316e-6
4.2,1.9708473991036177e-8,2.4596383528807664e-6
4.25,2.0017852896102367e-8,2.492035092616085e-6
4.3,2.0331366597655134e-8,2.525471437087034e-6
4.35,2.064915327703146e-8,2.5599804499565333e-6
4.4,2.0971353139629066e-8,2.595596913401721e-6
4.45,2.1297969639944373e-8,2.6323663130378705e-6
4.5,2.1652436196984243e-8,2.6694894417200743e-6
4.55,2.199238362075685e-8,2.7087110713308604e-6
4.6,2.233761718601862e-8,2.7492131797757224e-6
4.65,2.2688318438081658e-8,2.791041762817414e-6
4.7,2.304468941649021e-8,2.8342453497476328e-6
4.75,2.340684443284713e-8,2.8788754387054642e-6
4.8,2.3774952854341277e-8,2.924985636920674e-6
4.85,2.4089609963527454e-8,2.972386135446925e-6
4.9,2.446352214410396e-8,3.0213197972361887e-6
4.95,2.4843616824437686e-8,3.07186165560136e-6
5.0,2.5230113570339644e-8,3.1240735842708034e-6
5.05,2.5622990053793303e-8,3.177993626479747e-6
5.1,2.60233456727172e-8,3.2337602918763868e-6
5.15,2.6430991032318946e-8,3.291420881512686e-6
5.2,2.68460283831353e-8,3.3510401880043617e-6
5.25,2.7268669272487238e-8,3.412694217441725e-6
5.3,2.7698784741162977e-8,3.476439685679012e-6
5.35,2.8137027313476545e-8,3.5423892787989075e-6
5.4,2.858374406948726e-8,3.610641003848336e-6
5.45,2.9039231450664704e-8,3.6812939763208874e-6
5.5,2.9503793332787586e-8,3.754452519655338e-6
5.55,2.99777433121132e-8,3.830226619649935e-6
5.6,3.046167212687656e-8,3.9087532075487985e-6
5.65,3.095564435736232e-8,3.9901343883430584e-6
5.7,3.145998297884999e-8,4.0744975228212965e-6
5.75,3.197506394578823e-8,4.161980528993858e-6
5.8,3.2501282716745964e-8,4.25272980852931e-6
5.85,3.303905480401085e-8,4.346900821405875e-6
5.9,3.358881667107044e-8,4.444658717961403e-6
5.95,3.415313088204456e-8,4.546298420282646e-6
6.0,3.473089798094975e-8,4.65192299803352e-6
6.05,3.5321332882914595e-8,4.761655726048808e-6
6.1,3.5924990464056836e-8,4.875706115292644e-6
6.15,3.6542390135930354e-8,4.994295049076669e-6
6.2,3.717422560058603e-8,5.117667076892651e-6
6.25,3.782110929043218e-8,5.246076980935932e-6
6.3,3.8483654180940695e-8,5.379796046645068e-6
6.35,3.916706776676305e-8,5.519676650189709e-6
6.4,3.986602098843088e-8,5.66510451793789e-6
6.45,4.058354441590372e-8,5.816831994187588e-6
6.5,4.132044796968603e-8,5.975219444898094e-6
6.55,4.207758825930801e-8,6.140653592945355e-6
